ssc,Braidwood,Karabar,Queanbeyan,Queanbeyan - East,Queanbeyan Region,Queanbeyan West - Jerrabomberra,Bombala,Cooma,Cooma Region,Jindabyne - Berridale,Batemans Bay,Batemans Bay - South,Bega - Tathra,Bega-Eden Hinterland,Broulee - Tomakin,Deua - Wadbilliga,Eden,Eurobodalla Hinterland,Merimbula - Tura Beach,Moruya - Tuross Head,Narooma - Bermagui,Goulburn,Goulburn Region,Yass,Yass Region,Young,Young Region,Aranda,Belconnen,Bruce,Charnwood,Cook,Dunlop,Evatt,Florey,Flynn (ACT),Fraser,Giralang,Gooromon,Hawker,Higgins,Holt,Kaleen,Latham,Lawson,Macgregor (ACT),Macquarie,McKellar,Melba,Page,Scullin,Spence,Weetangera,Molonglo Corridor,West Belconnen,Hume,Kowen,Canberra East,Canberra Airport,Majura,Amaroo,Bonner,Casey,Crace,Forde,Franklin,Gungahlin,Hall,Harrison,Mitchell,Ngunnawal,Nicholls,Palmerston,Gungahlin - East,Gungahlin - West,Jacka,Kenny,Moncrieff,Taylor,Throsby,Acton,Ainslie,Braddon,Civic,Dickson,Downer,Hackett,Lyneham,O'Connor (ACT),Turner,Watson,Black Mountain,Campbell,Duntroon,Parkes (ACT) - North,Reid,Russell,Deakin,Forrest,Griffith (ACT),Lake Burley Griffin,Narrabundah,Parkes (ACT) - South,Red Hill (ACT),Yarralumla,Barton,Fyshwick,Kingston (ACT),Banks,Bonython,Calwell,Chisholm,Conder,Fadden,Gilmore,Gordon (ACT),Gowrie (ACT),Greenway,Isabella Plains,Kambah,Macarthur,Monash,Mount Taylor,Oxley (ACT),Richardson,Theodore,Tuggeranong,Wanniassa,Tuggeranong - West,Chapman,Duffy,Fisher,Holder,Rivett,Stirling,Waramanga,Weston,Scrivener,Chifley,Curtin,Farrer,Garran,Hughes,Isaacs,Lyons (ACT),Mawson,O'Malley,Pearce,Phillip,Torrens,Arboretum,Coombs,Denman Prospect,Molonglo,Molonglo - North,Wright,ACT - South West,Namadgi,Total
City,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,14,50,7,0,0,0,0,0,0,6,0,0,5,0,4,0,0,0,0,0,0,0,0,16,0,9,62,9,0,0,3,0,0,0,0,3,11,0,0,53,24,10,12,0,0,6,4,9,52,35,20,0,0,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,42,0,0,0,0,0,0,0,3,0,636
Conder,0,6,44,18,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,4,0,52,0,33,63,15,0,0,0,3,0,3,11,0,0,49,0,0,0,0,0,0,0,0,0,0,20,8,26,161,14,0,0,9,3,6,7,0,21,10,9,9,73,57,31,16,0,9,32,6,14,87,172,22,3,0,23,10,127,5,0,5,15,318,8,19,0,15,0,0,8,0,0,47,0,0,0,0,5,0,0,4,20,0,0,9,4,72,4,0,0,13,0,3,156,0,0,3,0,0,0,0,9,0,2152
Cook,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,49,0,16,0,0,6,0,0,0,0,5,0,9,0,0,0,5,20,0,5,0,0,0,0,0,0,12,0,17,20,3,0,0,0,0,0,0,14,4,0,22,0,6,0,0,0,0,0,0,0,0,43,0,20,129,20,0,0,16,0,5,6,4,8,4,5,3,12,25,15,5,0,0,34,0,8,49,31,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,5,18,0,0,0,5,0,5,45,0,0,0,0,0,0,0,5,0,862
Coombs,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,36,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,24,0,0,3,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,3,0,0,18,5,7,97,4,0,0,7,0,3,3,0,6,4,0,0,34,37,20,13,0,11,7,0,14,38,36,12,0,0,0,0,0,0,0,0,0,51,0,6,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,10,0,0,10,4,55,4,0,0,6,4,0,64,0,0,21,0,0,0,0,0,0,786
Crace,0,0,20,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,3,164,75,4,0,0,5,4,0,0,4,0,8,0,9,8,0,0,0,10,0,4,5,0,0,0,0,0,12,0,20,84,18,8,0,6,55,0,4,64,0,10,55,6,16,5,0,0,0,0,3,0,0,42,5,38,338,42,0,0,24,4,12,13,0,19,48,7,7,90,44,29,16,0,0,46,3,12,76,91,22,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,3,0,5,7,51,3,0,0,3,0,3,83,0,0,0,0,0,0,0,0,0,1986
Curtin,0,0,26,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,41,33,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,22,46,15,0,0,0,3,0,0,10,3,4,16,0,4,0,0,0,0,0,0,0,0,40,0,23,211,17,0,0,17,6,9,0,9,9,8,12,4,63,89,49,29,0,7,53,13,33,140,81,28,0,3,3,0,0,0,0,0,0,55,0,14,0,3,0,0,0,0,0,11,0,0,3,4,4,0,0,6,22,0,0,92,3,90,9,0,3,4,0,4,142,0,0,0,0,0,0,0,6,0,1729
Deakin,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,3,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,23,0,18,150,6,0,0,6,0,0,0,0,4,3,0,0,33,99,28,18,0,13,34,11,22,84,50,15,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,0,39,4,0,0,6,0,3,50,0,0,0,0,0,0,0,0,0,903
Denman Prospect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickson,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,20,4,4,0,6,0,0,0,7,0,0,9,0,4,0,0,0,0,0,0,0,0,27,7,15,106,32,6,0,7,9,3,4,0,7,0,3,0,30,22,15,18,0,5,36,0,3,30,33,16,0,0,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,647
Downer,0,0,19,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,54,45,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,8,0,8,32,12,0,0,0,0,0,0,12,0,7,44,0,0,0,0,0,0,0,0,0,0,57,13,38,160,47,27,7,20,3,6,17,3,4,12,4,8,21,24,14,24,0,0,28,4,4,59,66,7,0,0,3,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,7,18,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1104
Duffy,0,0,12,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,9,43,3,0,0,0,0,0,0,4,0,0,19,0,3,0,0,0,0,0,0,0,0,29,0,24,143,13,0,0,0,0,13,0,0,7,10,0,9,31,34,13,17,0,0,24,6,17,76,58,26,0,0,0,0,0,0,0,0,3,52,0,7,0,0,0,0,0,0,0,9,0,0,33,0,7,3,5,9,49,0,0,7,5,43,0,0,4,4,0,9,87,0,0,0,0,0,0,0,5,0,1115
Dunlop,0,0,23,25,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,394,139,65,0,82,13,26,3,6,0,0,23,0,55,4,8,0,20,33,0,13,14,9,4,7,7,6,31,0,34,68,23,7,0,5,3,4,3,51,5,6,123,0,19,0,0,0,0,0,8,0,0,63,15,56,344,54,0,3,31,4,13,8,0,21,25,10,8,56,62,33,29,0,6,56,6,18,120,172,20,0,0,4,0,6,0,0,0,0,70,0,7,0,0,0,0,0,0,0,5,0,0,3,0,4,0,5,3,10,0,0,4,0,55,0,0,4,3,3,7,113,0,0,3,0,0,0,0,9,0,2962
Evatt,0,0,17,13,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,3,242,103,8,4,0,91,6,8,0,0,0,7,4,21,16,0,0,9,16,0,15,3,6,11,3,4,0,14,0,31,40,20,3,4,3,6,0,3,37,6,11,81,7,8,0,0,0,0,3,0,0,0,51,11,27,263,38,0,3,31,0,17,10,0,10,5,4,4,57,63,20,22,0,8,41,8,9,65,103,26,0,0,0,0,0,0,0,0,3,38,0,6,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,7,0,24,0,0,4,0,0,10,70,0,0,0,0,0,0,0,7,0,2017
Fadden,0,0,18,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,5,0,0,0,0,0,3,0,0,22,0,27,40,12,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,15,0,11,139,13,0,0,3,0,5,0,0,4,9,7,0,57,45,23,28,0,17,16,5,11,54,75,8,0,0,8,7,12,35,0,0,11,89,3,7,0,0,0,0,0,4,4,41,0,0,0,0,5,0,9,3,9,0,3,4,0,47,3,0,0,13,7,9,84,0,0,0,0,0,0,0,0,0,1220
Farrer,0,4,23,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,25,40,5,0,0,0,0,0,0,5,0,0,14,0,3,0,0,0,0,0,0,0,0,25,3,16,148,9,0,0,7,0,0,9,0,9,5,5,0,21,43,20,27,0,7,21,12,15,69,63,12,0,0,3,0,0,3,7,0,0,65,3,11,0,0,0,0,0,0,0,19,0,4,0,0,3,0,0,0,11,0,0,11,49,61,4,6,3,21,0,13,110,0,0,0,0,0,0,0,3,0,1188
Fisher (ACT),0,0,13,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,22,12,0,0,0,0,0,0,9,0,0,21,3,0,0,0,0,0,0,0,0,0,26,0,12,144,4,0,4,4,3,5,0,5,5,7,3,6,19,35,16,17,0,5,26,8,10,57,49,22,0,0,5,5,5,0,0,0,0,58,0,3,0,0,0,0,0,0,0,9,0,5,0,33,3,4,10,8,37,0,0,8,0,45,0,0,0,7,0,5,102,0,0,0,0,0,0,0,6,0,1042
Florey,0,0,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,259,63,18,0,0,10,77,6,4,9,0,13,0,23,3,0,0,0,15,4,13,12,8,3,0,3,0,11,0,17,35,12,4,0,0,4,0,3,22,0,0,65,0,9,0,0,0,0,0,0,0,0,47,9,23,188,36,5,0,23,4,9,13,0,17,8,3,7,27,40,37,30,0,4,39,3,15,38,78,22,0,0,8,0,0,0,0,0,0,38,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,7,4,4,0,0,5,3,31,0,0,3,3,0,4,51,0,0,0,0,0,0,0,0,0,1669
Flynn (ACT),0,0,8,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,180,52,23,0,0,10,13,44,0,0,0,14,0,12,10,0,0,5,11,0,9,9,0,0,0,0,0,10,0,9,23,15,0,0,0,0,4,0,24,0,4,48,4,10,5,0,0,0,0,0,0,0,27,0,26,146,21,0,0,19,0,0,10,0,10,6,0,4,19,36,14,15,0,0,30,5,6,41,57,6,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,3,8,0,0,0,25,4,0,0,0,0,0,45,0,0,0,0,0,0,0,3,0,1251
Forde,0,0,25,7,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,121,66,3,0,0,0,4,0,0,0,0,3,0,4,3,3,0,0,4,0,4,0,3,0,0,0,0,8,0,22,102,16,22,0,8,5,74,7,79,3,20,55,3,7,10,0,0,0,0,0,0,0,32,3,24,285,38,0,0,20,0,11,10,0,12,17,8,7,55,34,22,18,0,0,24,4,4,108,102,20,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,3,32,6,0,3,0,7,0,68,0,0,0,0,0,0,3,0,0,1771
Forrest (ACT),0,0,11,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,21,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,15,3,15,62,4,0,0,0,0,0,0,0,9,7,0,0,24,28,30,20,0,4,17,7,10,46,32,28,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,537
Franklin (ACT),0,0,19,11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,186,85,9,0,0,0,0,0,0,5,0,6,0,15,13,0,4,3,17,4,5,0,3,0,0,0,0,16,0,30,125,27,7,0,3,11,5,71,140,0,25,120,8,17,0,0,0,0,0,4,0,0,65,3,59,369,77,0,0,38,8,25,21,0,21,18,4,7,121,66,32,53,0,0,38,3,23,123,107,34,0,0,0,6,9,0,0,0,0,72,0,5,0,0,0,0,0,0,0,3,0,0,0,0,9,0,5,0,20,0,0,5,0,49,0,0,0,5,3,6,87,0,0,0,0,0,0,0,0,0,2639
Fraser,0,0,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,82,39,14,0,0,3,4,0,35,3,0,3,0,16,3,0,0,0,8,0,0,0,0,6,0,0,0,3,0,4,16,7,0,0,0,0,0,0,10,3,0,32,0,4,0,0,0,0,0,0,0,0,19,4,8,96,13,0,0,14,0,5,9,3,6,9,4,5,13,23,8,6,0,0,11,0,3,16,44,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,18,3,0,0,3,0,0,31,0,0,0,0,0,0,0,3,0,745
Fyshwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Garran,0,0,14,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,38,9,0,0,0,0,0,0,5,0,0,21,7,0,0,0,0,0,0,0,0,0,16,0,13,118,8,0,0,3,0,3,0,0,4,8,0,4,29,51,18,17,0,0,20,9,19,62,30,18,0,0,4,0,0,0,3,0,0,49,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,4,3,0,6,3,111,9,0,0,3,9,7,80,0,0,0,0,0,0,0,0,0,976
Gilmore (ACT),0,3,36,18,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,53,0,24,45,9,0,0,0,0,0,0,6,0,0,25,0,6,0,0,0,0,0,7,0,0,9,0,12,110,13,0,0,3,0,3,5,0,8,14,5,5,21,25,20,13,0,4,22,3,11,27,110,8,0,0,4,14,11,3,31,0,3,98,3,6,0,4,3,0,0,3,3,20,0,0,0,0,5,5,4,0,9,0,0,3,0,40,5,0,5,0,0,5,72,0,0,0,0,0,0,0,3,0,1118
Giralang,0,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133,69,3,4,0,5,0,0,0,41,0,0,0,3,20,0,3,0,12,0,3,0,0,0,0,0,0,4,0,14,17,12,4,0,7,8,4,0,27,0,4,45,0,8,0,0,0,0,0,0,0,0,52,6,18,168,27,0,0,17,5,0,15,0,13,3,0,9,28,21,16,15,0,7,26,5,15,35,61,12,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,16,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1188
Gordon (ACT),0,6,58,27,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,37,5,3,0,0,0,0,0,0,0,8,0,4,8,0,0,0,3,0,0,0,0,0,0,0,0,100,0,40,97,30,0,0,0,0,0,0,19,0,0,61,0,0,0,0,0,0,0,0,0,0,45,0,42,254,8,0,0,13,0,8,4,0,14,14,13,8,64,95,40,43,0,19,33,14,17,93,272,37,0,9,17,16,105,6,3,108,8,453,5,36,7,30,0,0,3,4,0,83,0,0,0,0,6,5,7,0,31,0,9,12,4,112,9,0,3,21,5,9,234,5,3,0,0,0,0,0,9,0,3227
Gowrie (ACT),0,3,19,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,26,31,9,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,16,3,15,123,12,0,0,4,4,0,3,0,3,4,4,0,24,45,20,24,0,11,11,11,8,62,103,13,0,0,5,9,5,4,7,0,46,101,4,11,0,5,0,0,0,0,0,42,0,0,0,0,10,0,0,0,10,0,0,7,5,48,0,3,0,5,5,0,90,0,0,0,0,0,0,0,0,0,1178
Greenway,0,0,9,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,15,5,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,6,42,0,0,0,3,3,0,0,0,0,0,4,0,10,20,12,12,0,0,4,3,0,19,35,12,0,0,7,3,0,0,0,0,3,102,4,4,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,24,0,0,3,4,0,0,60,0,0,0,0,0,0,0,0,0,562
Griffith (ACT),0,0,20,7,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,37,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,15,0,35,68,15,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,38,4,15,200,16,0,0,13,4,8,5,0,10,19,5,4,78,69,45,107,0,8,79,20,17,142,108,51,0,0,0,0,0,4,0,0,0,41,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,15,5,0,9,0,51,0,0,0,5,0,0,94,3,0,3,0,0,0,0,5,0,1604
Gungahlin,0,0,17,13,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,152,68,8,0,0,9,5,0,0,3,0,4,0,8,11,0,7,0,12,0,0,0,0,0,0,0,0,29,0,30,141,35,11,11,9,14,9,8,218,0,34,75,6,21,0,0,0,0,0,5,0,0,42,4,32,266,34,3,0,29,9,17,21,0,19,29,4,5,80,50,22,31,0,9,28,10,12,109,93,31,0,0,3,0,0,0,0,0,0,70,0,6,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,3,19,0,0,8,0,29,0,0,0,3,0,0,100,0,0,0,0,0,0,0,3,0,2263
Hackett,0,0,13,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,17,28,10,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,40,11,19,164,37,0,33,11,10,3,16,4,16,11,7,0,27,15,15,10,0,0,30,4,6,61,34,19,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,898
Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Harrison,0,0,29,5,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,200,109,5,0,0,5,3,6,0,0,0,0,0,11,12,0,4,0,20,0,0,3,0,0,0,4,3,15,5,44,180,39,12,3,9,17,13,14,131,0,72,127,5,30,6,0,0,0,0,7,0,0,97,8,60,414,70,0,0,56,8,13,32,0,38,38,11,3,174,85,39,47,0,3,34,9,22,151,157,35,0,0,3,0,5,0,4,0,0,72,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,19,0,0,13,3,43,3,0,4,3,0,9,109,0,0,10,0,0,0,0,0,0,3103
Hawker (ACT),0,0,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,47,3,0,0,3,13,0,0,0,0,51,0,12,13,0,0,4,15,0,4,7,0,5,7,0,0,0,0,17,26,3,0,0,0,0,0,0,16,0,0,28,0,0,0,0,0,0,0,0,0,0,32,0,10,159,12,0,0,11,0,4,3,0,4,4,0,3,25,19,21,11,0,0,26,4,7,37,39,9,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,6,0,0,0,0,19,0,0,0,0,0,3,40,0,0,0,0,0,0,0,5,0,978
Higgins,0,0,9,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,121,51,10,0,0,0,0,3,0,0,0,7,45,34,0,3,0,5,15,0,4,10,0,0,7,8,8,5,0,9,25,16,6,0,0,0,0,0,15,0,5,38,0,0,5,0,0,0,0,0,0,0,36,0,15,106,20,0,0,5,3,8,0,0,0,3,0,9,28,33,18,15,0,0,28,0,10,35,83,14,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,7,0,14,3,0,4,3,0,0,50,0,0,0,0,0,0,0,0,0,1092
Holder (ACT),0,0,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,19,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,23,0,26,124,5,0,0,10,0,3,0,0,11,3,0,8,19,37,20,15,0,5,25,5,7,55,48,9,0,0,3,0,0,0,0,0,4,33,0,4,0,0,0,0,0,0,0,0,0,5,0,0,38,0,0,6,38,0,0,11,0,29,3,0,0,0,0,5,70,0,0,0,0,0,0,0,5,0,895
Holt,0,0,21,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,59,14,3,0,4,9,5,4,0,0,8,0,72,7,3,0,10,13,0,5,11,0,9,0,0,3,34,0,31,25,23,3,0,3,3,0,0,20,0,0,57,0,10,0,0,0,0,0,0,0,0,35,6,31,164,25,4,0,12,0,6,12,0,10,7,4,4,45,31,30,18,0,6,36,5,11,50,103,16,0,0,0,0,0,0,0,0,0,42,4,9,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,11,0,0,0,0,21,4,0,0,6,0,3,66,0,5,0,0,0,0,0,0,0,1538
Hughes (ACT),0,0,11,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,27,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,0,14,128,12,0,0,4,0,6,3,0,4,3,0,5,19,53,30,23,0,7,17,11,9,67,26,17,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,7,0,0,15,0,58,27,0,0,7,0,0,58,0,5,0,0,0,0,0,5,0,836
Hume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
